id,folder,strain_type,strain_magnitude,shear_g1,shear_g2,shear_g3,triaxial_ex,triaxial_ey,triaxial_ez,shear_planes,n_shear_planes,volume_A3,n_atoms,a_lat_x_A,a_lat_y_A,a_lat_z_A,alpha_deg,beta_deg,gamma_deg,bond_nn_A,E_total_cell_eV,E_per_atom_eV,strain_energy_density_eV_A3,E_xx,E_yy,E_zz,E_xy,E_yz,E_zx,F_xx,F_xy,F_xz,F_yx,F_yy,F_yz,F_zx,F_zy,F_zz,J_detF,volumetric_strain,deviatoric_strain_J2,E_principal_1,E_principal_2,E_principal_3,sigma_xx_GPa,sigma_yy_GPa,sigma_zz_GPa,sigma_xy_GPa,sigma_yz_GPa,sigma_zx_GPa,hydrostatic_stress_GPa,von_mises_stress_GPa,sigma_principal_1_GPa,sigma_principal_2_GPa,sigma_principal_3_GPa,Eg_eV,VBM_eV,CBM_eV,E_fermi_eV,is_direct_bandgap,functional
60,Vol_11.55/1-GGA-PBE,isotropic,0.0120195502900498,0,0,0,0,0,0,none,0,11.5499999999999,2,2.53726401853745,2.5372640184988,2.5372640185237,60.000000000746,59.9999999998208,59.9999999994962,1.55375054701496,-18.18187735,-9.090938675,0.000195371469442804,0.00399853325237376,0.00399853325237376,0.00399853325237398,5.46813350067013E-18,3.7625978061837E-18,-3.35301638750516E-17,1.00399057092422,0,0,1.08927985162977E-17,1.00399057092422,0,-6.67937824240428E-17,7.4952851453974E-18,1.00399057092422,1.01201955029004,0.0119955997571215,1.76030570938886E-32,0.00399853325237375,0.00399853325237376,0.00399853325237399,5.48893,5.488914,5.488914,0.000008,0.000006,0.000006,5.48891933333333,2.57681974537359E-05,5.48890785786438,5.488914,5.48893614213562,5.475828,8.792712,14.26854,8.8841,False,GGA-PBE+HSE06
62,Vol_11.60/1-GGA-PBE,isotropic,0.0164005873042923,0,0,0,0,0,0,none,0,11.5999999999999,2,2.54092002362105,2.54092002358235,2.54092002360729,60.000000000746,59.9999999998208,59.9999999994962,1.55598938375289,-18.18002453,-9.090012265,0.000357716929457374,0.00545202703540437,0.00545202703540437,0.00545202703540437,-2.62969693371245E-18,-4.02804547260957E-19,-2.66072528996921E-17,1.00543724521763,0,0,-5.23095189922719E-18,1.00543724521763,0,-5.29267301887807E-17,-8.01252488262001E-19,1.00543724521763,1.01640058730428,0.0163560811062131,7.15023464334644E-34,0.00545202703540434,0.00545202703540437,0.0054520270354044,7.265343,7.265327,7.265318,0.000012,0.000005,0.000009,7.26532933333333,3.50856095851078E-05,7.26531492355219,7.26532058197157,7.26535249447625,5.465619,8.731951,14.19757,8.8109,False,GGA-PBE+HSE06
64,Vol_11.65/1-GGA-PBE,isotropic,0.020781624318535,0,0,0,0,0,0,none,0,11.65,2,2.54456553797972,2.54456553794097,2.54456553796594,60.000000000746,59.9999999998208,59.9999999994962,1.55822179626005,-18.17766638,-9.08883319,0.000564339778160026,0.00690343395730342,0.00690343395730342,0.00690343395730364,-1.70960113719069E-17,1.03119732344125E-17,-4.07695063206851E-17,1.00687976835102,0,0,-3.39583968399826E-17,1.00687976835102,0,-8.09818760932178E-17,2.0483027981187E-17,1.00687976835102,1.02078162431853,0.0207103018719105,1.84954906206165E-32,0.0069034339573034,0.00690343395730343,0.00690343395730365,9.009299,9.009285,9.009279,0.000013,0.000005,0.000009,9.00928766666667,3.37786915085227E-05,9.00927554632518,9.00927729040455,9.00931016327027,5.45546,8.671644,14.127104,8.7383,False,GGA-PBE+HSE06
66,Vol_11.7/1-GGA-PBE,isotropic,0.0251626613327775,0,0,0,0,0,0,none,0,11.7,2,2.5482006365476,2.54820063650879,2.54820063653379,60.000000000746,59.9999999998208,59.9999999994962,1.56044783042402,-18.17472542,-9.08736271,0.000822028870508176,0.0083527659515813,0.00835276595158108,0.0083527659515813,3.92890595202139E-17,-1.46580968693405E-17,1.28536713316122E-17,1.00831816997571,0,0,7.79298850107212E-17,1.00831816997571,0,2.54952686847284E-17,-2.9074348367031E-17,1.00831816997571,1.02516266133278,0.0250582978547437,1.83588106048758E-32,0.00835276595158107,0.00835276595158129,0.00835276595158131,10.712883,10.712873,10.712871,0.000009,0.000004,0.000006,10.7128756666667,2.2869193251962E-05,10.7128675351548,10.712868563617,10.7128909012282,5.445339,8.611808,14.057147,8.6663,False,GGA-PBE+HSE06
68,Vol_11.75/1-GGA-PBE,isotropic,0.0295436983470203,0,0,0,0,0,0,none,0,11.7500000000001,2,2.5518253934061,2.55182539336724,2.55182539339227,60.000000000746,59.9999999998208,59.9999999994962,1.56266753161024,-18.17130183,-9.085650915,0.00112200636074005,0.00980003483284708,0.00980003483284675,0.00980003483284675,3.41801721370693E-17,1.01066832456886E-18,4.25317459249358E-17,1.00975247940557,0,0,6.77001004388537E-17,1.00975247940557,0,8.42419242188419E-17,2.00181399933542E-18,1.00975247940557,1.02954369834703,0.0294001044985406,3.99561099614402E-32,0.00980003483284674,0.00980003483284675,0.00980003483284709,12.389154,12.389143,12.389147,0.000016,0.000004,0.000011,12.389148,3.56651090004691E-05,12.3891307970841,12.3891423872128,12.3891708157031,5.435281,8.552411,13.987692,8.5948,False,GGA-PBE+HSE06
70,Vol_11.80/1-GGA-PBE,isotropic,0.033924735361263,0,0,0,0,0,0,none,0,11.8000000000002,2,2.5554398817972,2.55543988175828,2.55543988178335,60.000000000746,59.9999999998208,59.9999999994962,1.56488094467006,-18.16740643,-9.083703215,0.00146332419244576,0.0112452522984777,0.0112452522984777,0.0112452522984777,-1.36072500506331E-17,2.37641101667853E-17,-1.3967182035752E-17,1.01118272562231,0,0,-2.69135334412657E-17,1.01118272562231,0,-2.76254363960901E-17,4.70026031193527E-17,1.01118272562231,1.03392473536128,0.0337357568954332,9.44972359979395E-34,0.0112452522984777,0.0112452522984777,0.0112452522984778,14.03302,14.032996,14.032992,0.000015,0.000008,0.00001,14.0330026666667,4.30697109343918E-05,14.0329856317662,14.0329911668129,14.0330312014209,5.425232,8.493465,13.918697,8.5612,False,GGA-PBE+HSE06
72,Vol_11.85/1-GGA-PBE,isotropic,0.0383057723755055,0,0,0,0,0,0,none,0,11.8499999999998,2,2.55904417413638,2.55904417409741,2.55904417412252,60.000000000746,59.9999999998208,59.9999999994962,1.56708811394874,-18.16281971,-9.081409855,0.00186521599432501,0.0126884299302676,0.0126884299302676,0.0126884299302679,-1.23729664685659E-17,1.34265016267402E-17,-5.70181975495501E-17,1.01260893728059,0,0,-2.44377982714513E-17,1.01260893728059,0,-1.12616421701106E-16,2.65186314922277E-17,1.01260893728059,1.03830577237549,0.0380652897908032,2.00195398333254E-32,0.0126884299302676,0.0126884299302676,0.0126884299302679,15.626222,15.6262,15.626185,0.00002,0.000008,0.000014,15.6262023333333,5.49454274716932E-05,15.6261801500088,15.6261881810178,15.6262386689735,5.41524,8.434991,13.850231,8.4907,False,GGA-PBE+HSE06
74,Vol_11.9/1-GGA-PBE,isotropic,0.0426868093897482,0,0,0,0,0,0,none,0,11.8999999999999,2,2.56263834202558,2.56263834198655,2.56263834201169,60.000000000746,59.9999999998208,59.9999999994962,1.56928908329332,-18.15778059,-9.078890295,0.00230674741910915,0.0141295791961011,0.0141295791961014,0.0141295791961014,-5.46324464991871E-17,-1.66004270724184E-17,-4.52054278101041E-17,1.01403114271318,0,0,-1.07752995342944E-16,1.01403114271318,0,-8.91598411645438E-17,-3.27414541293113E-17,1.01403114271318,1.04268680938974,0.0423887375883039,2.17389128293285E-32,0.0141295791961011,0.0141295791961014,0.0141295791961014,17.188486,17.188473,17.18847,0.000011,0.000005,0.000008,17.1884763333333,2.91032644217456E-05,17.1884662690801,17.188467,17.1884957309199,5.40531,8.37694,13.78225,8.4205,False,GGA-PBE+HSE06
76,Vol_11.95/1-GGA-PBE,isotropic,0.0470678464039908,0,0,0,0,0,0,none,0,11.9499999999999,2,2.56622245626548,2.56622245622639,2.56622245625157,60.000000000746,59.9999999998208,59.9999999994962,1.57148389606019,-18.15228172,-9.07614086,0.00278856247923934,0.0155687114514719,0.0155687114514719,0.0155687114514721,-7.65249535385782E-18,-2.3411747858671E-17,-2.01891401420137E-17,1.01544936993577,0,0,-1.50721357074492E-17,1.01544936993577,0,-3.97639522752194E-17,-4.6111108149394E-17,1.01544936993577,1.04706784640398,0.0467061343544158,1.74493757389734E-32,0.0155687114514719,0.0155687114514719,0.0155687114514721,18.724485,18.724469,18.72447,0.000019,0.000005,0.000014,18.7244746666667,4.45757781766616E-05,18.724455103681,18.7244650754848,18.7245038208343,5.395424,8.319321,13.714745,8.4639,False,GGA-PBE+HSE06
78,Vol_12.00/1-GGA-PBE,isotropic,0.0514488834182335,0,0,0,0,0,0,none,0,11.9999999999999,2,2.56979658686793,2.56979658682879,2.569796586854,60.000000000746,59.9999999998208,59.9999999994962,1.57367259512267,-18.14628908,-9.07314454,0.00331364203230017,0.0170058379411038,0.017005837941104,0.017005837941104,-4.58737210794153E-17,2.88026620545101E-17,-3.1195385339663E-17,1.0168636466519,0,0,-9.02259043883765E-17,1.0168636466519,0,-6.13560833694389E-17,5.66499985506316E-17,1.0168636466519,1.05144888341823,0.0510175138233118,2.03437520627182E-32,0.0170058379411038,0.017005837941104,0.017005837941104,20.227338,20.227319,20.227324,0.000015,0.000006,0.000011,20.227327,3.79077828415061E-05,20.2273107444669,20.2273183701344,20.2273518853986,5.385572,8.26213,13.647702,8.3947,False,GGA-PBE+HSE06
80,Vol_12.05/1-GGA-PBE,isotropic,0.0558299204324762,0,0,0,0,0,0,none,0,12.0499999999999,2,2.57336080306794,2.57336080302874,2.57336080305399,60.000000000746,59.9999999998208,59.9999999994962,1.57585522287839,-18.13991563,-9.069957815,0.0038720884394685,0.0184409698004664,0.0184409698004664,0.0184409698004664,-1.18393613227313E-17,2.23801003915644E-18,-1.8905028292474E-17,1.01827400025776,0,0,-2.32537830087666E-17,1.01827400025776,0,-3.71315152654169E-17,4.3956931800084E-18,1.01827400025776,1.05582992043246,0.0553229094013992,5.02579260204793E-34,0.0184409698004664,0.0184409698004664,0.0184409698004664,21.703403,21.703374,21.70337,0.000015,0.00001,0.000011,21.7033823333333,4.80728613679985E-05,21.7033617606556,21.7033713380597,21.7034139012847,5.375774,8.205364,13.581138,8.3259,False,GGA-PBE+HSE06
82,Vol_12.1/1-GGA-PBE,isotropic,0.0602109574467187,0,0,0,0,0,0,none,0,12.1,2,2.57691517333551,2.57691517329626,2.57691517332154,60.000000000746,59.9999999998208,59.9999999994962,1.57803182125648,-18.13309687,-9.066548435,0.00446955323849338,0.0198741180573033,0.0198741180573035,0.0198741180573035,-3.61563311589426E-17,8.24452419997325E-18,-4.16705513321322E-17,1.01968045784677,0,0,-7.09169836113026E-17,1.01968045784677,0,-8.17325682991445E-17,1.61707996589107E-17,1.01968045784677,1.06021095744672,0.0596223541719104,1.95482956796127E-32,0.0198741180573033,0.0198741180573035,0.0198741180573036,23.151396,23.151382,23.151379,0.000012,0.000005,0.000009,23.1513856666667,3.15753068070152E-05,23.151375,23.1513752837664,23.1514067162337,5.366025,8.149006,13.515031,8.2576,False,GGA-PBE+HSE06
84,Vol_12.15/1-GGA-PBE,isotropic,0.0645919944609614,0,0,0,0,0,0,none,0,12.1500000000002,2,2.58045976538715,2.58045976534784,2.58045976537316,60.000000000746,59.9999999998208,59.9999999994962,1.58020243172466,-18.12569731,-9.062848655,0.00511790816347553,0.0213052936330874,0.0213052936330876,0.0213052936330876,-3.06497231291352E-17,-1.50817526321499E-17,-4.86260496131647E-17,1.02108304621425,0,0,-6.00337518927017E-17,1.02108304621425,0,-9.52440642187719E-17,-2.95406973763137E-17,1.02108304621425,1.06459199446098,0.0639158808992627,1.99679658604618E-32,0.0213052936330874,0.0213052936330876,0.0213052936330877,24.558836,24.558809,24.558806,0.000016,0.000008,0.000011,24.558817,4.62817458610467E-05,24.5587991438547,24.5588041365937,24.5588477195516,5.356294,8.093086,13.44938,8.1899,False,GGA-PBE+HSE06
86,Vol_12.20/1-GGA-PBE,isotropic,0.0689730314752039,0,0,0,0,0,0,none,0,12.1999999999999,2,2.58399464619724,2.58399464615788,2.58399464618324,60.000000000746,59.9999999998208,59.9999999994962,1.58236709529621,-18.11794051,-9.058970255,0.00579756472171701,0.0227345073444839,0.0227345073444839,0.0227345073444839,-1.74739359784027E-17,2.67814642056705E-17,-2.13237627297399E-18,1.02248179186182,0,0,-3.41794565291665E-17,1.02248179186182,0,-4.17098141002819E-18,5.23852149130294E-17,1.02248179186182,1.06897303147519,0.0682035220334517,1.02713229214647E-33,0.0227345073444839,0.0227345073444839,0.0227345073444839,25.944747,25.944726,25.944722,0.000015,0.000008,0.00001,25.9447316666667,4.13279566379134E-05,25.9447156018733,25.9447203141429,25.9447590839839,5.346623,8.037557,13.38418,8.1226,False,GGA-PBE+HSE06
88,Vol_12.25/1-GGA-PBE,isotropic,0.0733540684894466,0,0,0,0,0,0,none,0,12.2499999999999,2,2.58751988200929,2.58751988196988,2.58751988199527,60.000000000746,59.9999999998208,59.9999999994962,1.58452585253681,-18.10966931,-9.054834655,0.00652229338876103,0.024161769904827,0.024161769904827,0.024161769904827,2.03711989742287E-18,-7.90581744549239E-18,1.25514329223839E-17,1.02387672100193,0,0,3.97922885760978E-18,1.02387672100193,0,2.45174690759676E-17,-1.54429088645674E-17,1.02387672100193,1.07335406848944,0.072485309714481,2.24190275363031E-34,0.024161769904827,0.024161769904827,0.024161769904827,27.293137,27.293117,27.293109,0.000009,0.000006,0.000006,27.293121,3.29089653458113E-05,27.2931057420728,27.2931149762444,27.2931422816829,5.336962,7.982449,13.319411,8.0559,False,GGA-PBE+HSE06
90,Vol_12.3/1-GGA-PBE,isotropic,0.0777351055036893,0,0,0,0,0,0,none,0,12.2999999999998,2,2.59103553834668,2.59103553830722,2.59103553833264,60.000000000746,59.9999999998208,59.9999999994962,1.58667874357117,-18.10106491,-9.050532455,0.00727621728646796,0.0255870919254508,0.0255870919254508,0.0255870919254508,1.06856061962323E-17,1.54873843735241E-17,-1.23501477111076E-17,1.02526785956203,0,0,2.08445160873314E-17,1.02526785956203,0,-2.40915534334282E-17,3.02113915482341E-17,1.02526785956203,1.07773510550368,0.0767612757763525,5.06567403000413E-34,0.0255870919254508,0.0255870919254508,0.0255870919254509,28.621173,28.62116,28.621157,0.000011,0.000005,0.000008,28.6211633333333,2.91032644217456E-05,28.6211532690801,28.621154,28.6211827309199,5.327372,7.92773,13.255102,7.9896,False,GGA-PBE+HSE06
92,Vol_12.35/1-GGA-PBE,isotropic,0.0821161425179319,0,0,0,0,0,0,none,0,12.3500000000001,2,2.59454168002352,2.594541679984,2.59454168000946,60.000000000746,59.9999999998208,59.9999999994962,1.58882580808969,-18.09213179,-9.046065895,0.00805894387392155,0.0270104839171343,0.0270104839171343,0.0270104839171343,-1.0950550744047E-17,1.32150836976306E-18,-2.20319289405203E-18,1.02665523318896,0,0,-2.1332479278429E-17,1.02665523318896,0,-4.29198200686819E-18,2.57439562385172E-18,1.02665523318896,1.08211614251794,0.081031451751403,1.26515004897705E-34,0.0270104839171343,0.0270104839171343,0.0270104839171344,29.931277,29.931255,29.931253,0.000013,0.000006,0.000009,29.9312616666667,3.72827037661326E-05,29.9312476660726,29.9312508815523,29.9312864523751,5.317824,7.873397,13.191221,7.9238,False,GGA-PBE+HSE06
94,biax_xy_eps-0.005/1-GGA-PBE,biaxial_xy,-0.005,-0.005,0,0,0,0,0,none,0,11.2329947466929,2,2.51595227677331,2.51595227677331,2.50963875,60.0829755732974,60.0829755732974,59.8340488534052,1.53941215945824,-18.17964148,-9.08982074,0.000391280054023481,-0.00443257730545921,-0.00443257730545926,-0.00691038329071603,0.00248403162843582,-0.00124512863580742,-0.00124512863580743,0.995554428319167,0.00249512388049913,-0.00249512388049913,0.00249512388049913,0.995554428319167,-0.00249512388049913,-8.96197293197342E-18,8.96197293197342E-18,0.993059304438667,0.984243315301237,-0.0157755379016345,1.13176112706763E-05,-0.00747177425862624,-0.00691660893389505,-0.00138715470911321,-8.224423,-8.224425,-3.489926,0.000003,0.000006,0.000008,-6.646258,4.73449800003485,-8.22442716227767,-8.22442083774346,-3.48992599997888,5.472894,9.215977,14.688871,9.3651,False,GGA-PBE+HSE06
96,biax_xy_eps-0.010/1-GGA-PBE,biaxial_xy,-0.01,-0.01,0,0,0,0,0,none,0,11.1203839814487,2,2.50967043635776,2.50967043635776,2.4970275,60.1665059245309,60.1665059245309,59.6669881509383,1.53427661024718,-18.17134607,-9.085673035,0.00111813001919006,-0.0069041576475371,-0.00690415764753705,-0.0118348670453345,0.00495561197051364,-0.0024902572716149,-0.00249025727161489,0.993059304438667,0.00499024776099835,-0.00499024776099835,0.00499024776099835,0.993059304438667,-0.00499024776099835,2.28179982257829E-18,-2.28179982257829E-18,0.988069056677669,0.974376276686692,-0.0256431823404087,4.50648176151359E-05,-0.0129611050222527,-0.0118597696180507,-0.00082230770010531,-14.571092,-14.571092,-4.932472,0.000008,0.000008,0.000002,-11.3582186666667,9.63862000002054,-14.5711000000019,-14.5710840000052,-4.93247199999295,5.426677,9.389456,14.816133,9.542,False,GGA-PBE+HSE06
98,biax_xy_eps-0.015/1-GGA-PBE,biaxial_xy,-0.015,-0.015,0,0,0,0,0,none,0,11.0083405248454,2,2.50340459831846,2.50340459831846,2.48441625,60.2505945075412,60.2505945075412,59.4988109849177,1.52914981562583,-18.15850989,-9.079254945,0.00224284561321943,-0.0093632867032567,-0.0093632867032567,-0.0167219969408787,0.00741474102623334,-0.00373538590742235,-0.00373538590742233,0.990564180558168,0.00748537164149751,-0.00748537164149751,0.00748537164149751,0.990564180558168,-0.00748537164149751,2.01426828307136E-17,-2.01426828307136E-17,0.983078808916671,0.964558946075244,-0.0354485703473921,0.000100934805694608,-0.0184165669938253,-0.01677802772949,-0.000253975624076773,-21.178892,-21.178892,-6.451941,0.000005,0.000009,0.000006,-16.2699083333333,14.7269510000145,-21.1788970000003,-21.1788870000077,-6.45194099999206,5.379418,9.565761,14.945179,9.7194,False,GGA-PBE+HSE06
100,biax_xy_eps-0.020/1-GGA-PBE,biaxial_xy,-0.02,-0.02,0,0,0,0,0,none,0,10.8968643768833,2,2.49715488311448,2.49715488311448,2.471805,60.3352447809723,60.3352447809723,59.3295104380555,1.5240318639447,-18.14105983,-9.070529915,0.00377183278843467,-0.0118099644726183,-0.0118099644726183,-0.0215717729773486,0.0098614187955949,-0.00498051454322974,-0.00498051454322976,0.988069056677669,0.00998049552199662,-0.00998049552199662,0.00998049552199662,0.988069056677669,-0.00998049552199662,-1.75075853924089E-17,1.75075853924089E-17,0.978088561155672,0.954791323466891,-0.0451917019225852,0.000178622932653767,-0.0238381894915259,-0.0216713832682132,0.000317870837153855,-28.054559,-28.054559,-8.057539,0.000006,-0.000005,0.000007,-21.3888856666667,19.9970200000083,-28.0545650000036,-28.0545530000001,-8.05753899999631,5.331098,9.744946,15.076044,9.7935,False,GGA-PBE+HSE06
102,biax_xy_eps-0.025/1-GGA-PBE,biaxial_xy,-0.025,-0.025,0,0,0,0,0,none,0,10.7859555375621,2,2.49092141210226,2.49092141210226,2.45919375,60.4204602077826,60.4204602077826,59.1590795844349,1.51892284459161,-18.11883447,-9.059417235,0.00571923528473204,-0.0142441909556219,-0.0142441909556219,-0.0263841951547445,0.0122956452785985,-0.00622564317903721,-0.00622564317903722,0.98557393279717,0.0124756194024958,-0.0124756194024958,0.0124756194024958,0.98557393279717,-0.0124756194024958,-6.26381263785717E-18,6.26381263785717E-18,0.973098313394674,0.945073408861634,-0.0548725770659883,0.000277826726120745,-0.0292260021290069,-0.0265398362342204,0.000893261297239007,-35.209337,-35.209338,-9.748968,-0.000008,0.00001,0.000009,-26.7225476666667,25.4603695000144,-35.2093455156169,-35.2093294843902,-9.7489679999929,5.281754,9.927076,15.20883,10,False,GGA-PBE+HSE06
104,biax_xy_eps-0.030/1-GGA-PBE,biaxial_xy,-0.03,-0.03,0,0,0,0,0,none,0,10.675614006882,2,2.48470430753905,2.48470430753905,2.4465825,60.5062442547422,60.5062442547422,58.9875114905156,1.51382284800404,-18.09170051,-9.045850255,0.00809673294679167,-0.0166659661522674,-0.0166659661522674,-0.031159263473066,0.014717420475244,-0.00747077181484466,-0.00747077181484465,0.983078808916671,0.014970743282995,-0.014970743282995,0.014970743282995,0.983078808916671,-0.014970743282995,1.15970703702782E-17,-1.15970703702782E-17,0.968108065633676,0.935405202259472,-0.0644911957776008,0.000398245884207108,-0.0345800348186374,-0.0313833866275114,0.00147222566854789,-42.645925,-42.645925,-11.527996,0.000007,0.000001,-0.000003,-32.273282,31.1179290000028,-42.6459320000003,-42.6459180000001,-11.5279959999997,5.231344,10.112201,15.343545,10.1676,False,GGA-PBE+HSE06
106,biax_xy_eps-0.035/1-GGA-PBE,biaxial_xy,-0.035,-0.035,0,0,0,0,0,none,0,10.5658397848429,2,2.47850369258617,2.47850369258617,2.43397125,60.5926003919169,60.5926003919169,58.8147992161663,1.50873196568149,-18.05951311,-9.029756555,0.0109170167626362,-0.0190752900625549,-0.0190752900625549,-0.0358969779323134,0.0171267443855314,-0.00871590045065213,-0.00871590045065211,0.980583685036171,0.0174658671634942,-0.0174658671634942,0.0174658671634942,0.980583685036171,-0.0174658671634942,2.28408431248299E-17,-2.28408431248299E-17,0.963117817872677,0.925786703660407,-0.0740475580574232,0.000539582275507882,-0.0399003177747847,-0.0362020344480863,0.00205479416544779,-50.377736,-50.377735,-13.400373,0.000005,0.000005,0,-38.051948,36.977362500002,-50.3777405249381,-50.3777304750626,-13.4003729999993,5.179808,10.300473,15.480281,10.3778,False,GGA-PBE+HSE06
